Ministerul Apararii Nationale Spitalul Clinic Militar de Urgenta “Dr. Iacob Czihac”- Iasi,
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Dr. Ion Jianu”- Pitesti,722
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Dr. Alexandru Augustin”- Sibiu,
Ministerul Apararii Nationale Spitalul Clinic Militar de Urgenta “DR. Victor Popescu” - Timisoara,
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Jilava,
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Rahova,
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Dej,
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Colibasi,
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Poarta Alba,
Ministerul Sanatatii Spitalul GENERAL Cai Ferate SIBIU,
Ministerul Transporturilor si Infrastructurii Spitalul general CF Ploiesti,
Ministerul Transporturilor si Infrastructurii Spitalul general CF Pascani Iasi,
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate IASI,
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate Oradea,
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate BRASOV,
Ministerul Transporturilor si Infrastructurii Spitalul UNIVERSITAR Cai Ferate CLUJ NAPOCA,
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate CONSTANTA,
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate CRAIOVA,699
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate GALATI,
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate SIMERIA,
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate TR. SEVERIN,
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate TIMISOARA,
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Nr.1 Cai Ferate Witing,
"Penitenciarul Spital Targu Ocna Str. Crizantemelor, nr.9, Tg. Ocna, Bacau",
Preventoriul TBC Ilisua Consiliul Local Uriu,
Preventoriul TBC pentru Copii Deleni Consiliul Local Deleni,
Sanatoriul Balnear si de Recuperare Mangalia,
Sanatoriul Balnear si de Recuperare Techirghiol,
Sanatoriul Balneoclimateric de Copii Busteni,
Sanatoriul de Neuropsihiatrie Podriga Consiliul Judetean Botosani,465
Sanatoriul de Nevroze Predeal,
Sanatoriul de Pneumoftiziologie Brad Consiliul Judetean Hunedoara,562
Sanatoriul de Pneumoftiziologie Geoagiu Consiliul Judetean Hunedoara,
Spitalul Boli Cronice Sebis Consiliul Local Sebis,
Spitalul Clinic de Urgent a pt Copii,
Spitalul Clinic Municipal de Urgenta Timisoara Consiliul Local Timisoara,
Spitalul Clinic Colentina Bucuresti Primaria Municipiului Bucuresti,
Spitalul Clinic Coltea Bucuresti Primaria Municipiului Bucuresti,
Spitalul Clinic de Boli Infectioase Cluj Napoca Consiliul Judetean Cluj,
Spitalul Clinic de Boli Infectioase Constanta Consiliul Local Constanta,
Spitalul Clinic de Boli Infectioase Iasi Consiliul Judetean Iasi,569
Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Craiova babes Consiliul Local Craiova,
Spitalul Clinic de Boli Infectioase Timisoara Consiliul Local Timisoara,
Spitalul Clinic de Boli Infectioase Victor Babes Primaria Municipiului Bucuresti,
Spitalul Clinic de Chirurgie Oro-maxilo-faciala Primaria Municipiului Bucuresti,681
Spitalul Clinic de Copii Brasov Consiliul Judetean Brasov,
Spitalul Clinic de Copii Gomoiu Primaria Municipiului Bucuresti,
Spitalul Clinic de Nefrologie Dr. Carol Davila BucureSti,
Spitalul Clinic de Neuropsihiatrie Craiova Consiliul Local Craiova,
Spitalul Clinic de Obstetrica si Ginecologie Filantropia,
Spitalul Clinic de Obstetrica-Ginecologie Brasov Consiliul Judetean Brasov,
Spitalul Clinic de Obstetrica-Ginecologie Iasi ELENA DOAMNA Consiliul Judetean Iasi,
Spitalul Clinic de Obstetrica-Ginecologie Iasi CUZA VODA Consiliul Judetean Iasi,568
Spitalul Clinic de Obstetrica-Ginecologie Panait Sirbu Primaria Municipiului Bucuresti,
Spitalul Clinic de Ortopedie-Traumatologie Foisor Primaria Municipiului Bucuresti,683
Spitalul Clinic de Pediatrie Sibiu Consiliul Local Sibiu,633
Spitalul Clinic de Pneumoftiziologie Cluj Napoca Consiliul Judetean Cluj,
Spitalul Clinic de Pneumoftiziologie Constanta Consiliul Judetean Constanta,
Spitalul Clinic de Pneumoftiziologie Iasi Consiliul Judetean Iasi,
Spitalul Clinic de Psihiatrie Obregia Primaria Municipiului Bucuresti,
Spitalul Clinic de Psihiatrie Socola,
Spitalul Clinic de Recuperare Cluj-Napoca Consiliul Judetean Cluj,496
Spitalul Clinic de Recuperare Iasi Consiliul Local Iasi,
Spitalul Clinic de Recuperare Medicala Baile Felix,
"Spitalul Clinic de Recuperare, Medicina Fizica si Balneologie Eforie Nord",740
Spitalul Clinic de Urgenta,
Spitalul Clinic de Urgenta Bagdasar-Arseni,
Spitalul Clinic de Urgenta Chirurgie Plastica Reparatorie si Arsi,
Spitalul Clinic de Urgenta Iasi OBLU,
Spitalul Clinic de Urgenta pentru Copii Grigore Alexandrescu,779
Spitalul Clinic de Urgenta pentru Copii M.S. Curie,
Spitalul Clinic de Urgenta pentru Copii SF MARIA Iasi Consiliul Judetean Iasi,
Spitalul Clinic de Urgenta pentru Copii Sf. Ioan Galati Consiliul Local Galati,
Spitalul Clinic de Urgenta pentru Copii Timisoara Consiliul Local Timisoara,
Spitalul Clinic de Urgenta Sf. Ioan,781
Spitalul Clinic de Urgenta Sf. Pantelimon,
Spitalul Clinic de Urgente Oftalmologice,782
Spitalul Clinic Dr. C.I. Parhon Iasi Consiliul Local Iasi,
Spitalul Clinic Dr. Ion Cantacuzino,
Spitalul Clinic Judetean de Urgenta Arad Consiliul Judetean Arad,426
Spitalul Clinic Judetean de Urgenta Brasov Consiliul Judetean Brasov,
Spitalul Clinic Judetean de Urgenta Cluj-Napoca,
Spitalul Clinic Judetean de Urgenta Constanta Consiliul Judetean Constanta,
Spitalul Clinic Judetean de Urgenta Craiova,
Spitalul Clinic Judetean de Urgenta Ilfov Consiliul Judetean Ilfov,
Spitalul Clinic Judetean de Urgenta Oradea Consiliul Local al MunicipiuluiOradea,
Spitalul Clinic Judetean de Urgenta Sf. Apostol Andrei Consiliul Judetean Galati,
Spitalul Clinic Judetean de Urgenta Sf. Spiridon,
Spitalul Clinic Judetean de Urgenta Sibiu Consiliul Judetean Sibiu,
Spitalul Clinic Judetean de Urgenta Targu Mures,
Spitalul Clinic Judetean de Urgenta Timisoara,
Spitalul Clinic Judetean Mures Consiliul Judetean Mures,
Spitalul Clinic Municipal Cluj-Napoca Consiliul Local Cluj-Napoca,
Spitalul Clinic Municipal Filantropia Craiova Consiliul Local Craiova,520
Spitalul Clinic Municipal Oradea Consiliul Local Oradea,
Spitalul Clinic Nicolae Malaxa Bucuresti Primaria Municipiului Bucuresti,
Spitalul clinic prof. Dr. Constantin Angelescu,
Spitalul Clinic Prof. Dr. Th. Burghele Primaria Municipiului Bucuresti,
Spitalul Clinic Sf. Maria Bucuresti Primaria Municipiului Bucuresti,
Spitalul Comunal Vidra,761
Spitalul de Boli Cronice Calinesti Str.Dr.Ion Craciun nr 484,
Spitalul de Boli Cronice Campeni Consiliul Local Campeni,
Spitalul de Boli Cronice Crasna Consiliul Local Crasna,
Spitalul de Boli Cronice Sf. Luca,
Spitalul de Boli Cronice Smeeni Consiliul Local Smeeni,
"Spitalul de boli cronice Targu Frumos Str. Cuza Voda ,nr 59, oras Targu Frumos",
Spitalul de Boli Infectioase Brasov Consiliul Judetean Brasov,
Spitalul de Boli Infectioase Galati Consiliul Judetean Galati,
Spitalul de Boli Infectioase Ploiesti Consiliul Local Ploiesti,
Spitalul de Boli Infectioase si Psihiatrie Baia Mare Consiliul Judetean Maramures,
Spitalul de Boli Psihice Cronice Borsa Consiliul Judetean Cluj,
Spitalul de Boli Pulmonare Breaza Consiliul Local Breaza,
Spitalul de Cardiologie Covasna,
Spitalul de Geriatrie si Boli Cronice Stefanesti Consiliul Judetean Arges,
Spitalul de Obstetrica-Ginecologie Galati Consiliul Local Galati,
Spitalul de Obstetrica-Ginecologie Ploiesti Consiliul Judetean Prahova,
Spitalul de Obstretica Ginecologie Buftea,
Spitalul de Ortopedie si Traumatologie Azuga Consiliul Local Azuga,
Spitalul de Pediatrie Pitesti Consiliul Judetean Arges,
Spitalul de Pediatrie Ploiesti Consiliul Local Ploiesti,
Spitalul de Pneumoftiziologie Aiud Consiliul Judetean Alba,424
Spitalul de Pneumoftiziologie Runcu Consiliul Judetean Gorj,
Spitalul de Pneumoftiziologie Bacau Consiliul Local Bacau,449
Spitalul de Pneumoftiziologie Baia Mare Consiliul Local Baia Mare,
Spitalul de Pneumoftiziologie Bisericani Consiliul Local Alexandru cel Bun,
Spitalul de Pneumoftiziologie Botosani Consiliul Local Botosani,
Spitalul de Pneumoftiziologie Braila Consiliul Judetean Braila,
Spitalul de Pneumoftiziologie Brasov Consiliul Judetean Brasov,475
Spitalul de Pneumoftiziologie Calarasi Consiliul Judetean Calarasi,
Spitalul de Pneumoftiziologie Campulung Consiliul Local al Municipiului Campulung,
Spitalul de Pneumoftiziologie Drajna Consiliul Local Drajna,
Spitalul de Pneumoftiziologie Floresti Consiliul Local Floresti,
Spitalul de Pneumoftiziologie Galati Consiliul Judetean Galati,
Spitalul de Pneumoftiziologie Izvoru Consiliul Judetean Giurgiu,
Spitalul de Pneumoftiziologie Leamna Consiliul Judetean Dolj,
Spitalul de Pneumoftiziologie Leordeni Consiliul Judetean Arges,
Spitalul de Pneumoftiziologie Mihaesti Consiliul Judetean Valcea,
Spitalul de Pneumoftiziologie Rosiori de Vede Consiliul Judetean Teleorman,
Spitalul de Pneumoftiziologie Satu Mare Consiliul Judetean Satu Mare,625
Spitalul de Pneumoftiziologie Sf. Andrei Valea Iasului Consiliul Judetean Arges,442
Spitalul de Pneumoftiziologie Sf. Stefan,
Spitalul de Pneumoftiziologie Sibiu Consiliul Judetean Sibiu,637
Spitalul de Psihiatrie Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,645
Spitalul de Psihiatrie Balaceanca Consiliul Judetean Ilfov,578
Spitalul de Psihiatrie Capalnas Consiliul Judetean Arad,430
Spitalul de Psihiatrie Cavnic Consiliul Local Cavnic,
Spitalul de Psihiatrie Cronici Dumbraveni,
Spitalul de Psihiatrie Cronici Schitu Greci Consiliul Judetean Olt,606
Spitalul de Psihiatrie Cronici Siret Consiliul Local Siret,
Spitalul de Psihiatrie Dr. Gheorghe Preda Sibiu Consiliul Judetean Sibiu,
Spitalul de Psihiatrie Dragoesti Consiliul Judetean Valcea,
Spitalul de Psihiatrie Elisabeta Doamna Galati Consiliul Local Galati,
Spitalul de Psihiatrie Gataia,757
Spitalul de Psihiatrie Mocrea Consiliul Judetean Arad,
Spitalul de Psihiatrie Murgeni Consiliul Local Murgeni,
Spitalul de Psihiatrie Nucet Consiliul Judetean Bihor,
Spitalul de Psihiatrie Poiana Mare,744
Spitalul de Psihiatrie Poroschia Consiliul Judetean Teleorman,
Spitalul de Psihiatrie Sapunari Consiliul Judetean Calarasi,
Spitalul de Psihiatrie Sf. Maria Vedea Consiliul Judetean Arges,
Spitalul de Psihiatrie Sf. Nicolae Roman Consiliul Judetean Neamt,600
Spitalul de Psihiatrie Sf. Pantelimon Braila Consiliul Local Braila,
Spitalul de Psihiatrie si Neurologie Brasov Consiliul Judetean Brasov,
Spitalul de Psihiatrie si pentru Masuri de Siguranta Jebel,758
Spitalul de Psihiatrie si pentru Masuri de Siguranta Padureni Grajduri,
Spitalul de Psihiatrie si pentru Masuri de Siguranta Sapoca,
Spitalul de Psihiatrie si pentru Masuri de Siguranta Stei,731
Spitalul de Psihiatrie Titan Gorgos Primaria Municipiului Bucuresti,
Spitalul de Psihiatrie Tulghes Consiliul Judetean Harghita,
Spitalul de Psihiatrie Voila Consiliul Local Campina,
Spitalul de Psihiatrie Zam,
Spitalul de Recuperare Borsa,
Spitalul de Recuperare Bradet Consiliul Judetean Arges,
Spitalul de Recuperare Neuromotorie dr. Corneliu Barsan Dezna,729
Spitalul de Recuperare Sf. Gheorghe Botosani Consiliul Local Botosani,
Spitalul de Urgenta Judetean Braila Consiliul Judetean Braila,
Spitalul de Urgenta Petrosani Consiliul Local Petrosani,
Spitalul de Urgenta Prof.dr. Dimitrie Gerota Bucuresti MAI,
Spitalul Dr. Karl Diel Jimbolia Consiliul Local Jimbolia,
Spitalul general C.F.R nr. 2,
Spitalul Judetean de Urgenta Dr. Fogolyan Kristof Sfantu Gheorghe Consiliul Judetean Covasna,
Spitalul Judetean de Urgenta Alba Iulia Consiliul Judetean Alba,417
Spitalul Judetean de Urgenta Alexandria Consiliul Judetean Teleorman,
Spitalul Judetean de Urgenta Bacau Consiliul Judetean Bacau,
Spitalul Judetean de Urgenta Baia Mare Consiliul Judetean Maramures,
Spitalul Judetean de Urgenta Bistrita Consiliul Judetean Bistrita Nasaud,
Spitalul Judetean de Urgenta Buzau Consiliul Judetean Buzau,
Spitalul Judetean de Urgenta Calarasi Consiliul Judetean Calarasi,
Spitalul Judetean de Urgenta Deva Consiliul Judetean Hunedoara,
Spitalul Judetean de Urgenta Dr. Tr. Severin Consiliul Judetean Mehedinti,
Spitalul Judetean de Urgenta Giurgiu Consiliul Judetean Giurgiu,
Spitalul Judetean de Urgenta Mavromati Botosani Consiliul Judetean Botosani,
Spitalul Judetean de Urgenta Miercurea-Ciuc Consiliul Judetean Harghita,
Spitalul Judetean de Urgenta Piatra-Neamt Consiliul Judetean Neamt,
Spitalul Judetean de Urgenta Pitesti Consiliul Judetean Arges,
Spitalul Judetean de Urgenta Ploiesti Consiliul Judetean Prahova,
Spitalul Judetean de Urgenta Ramnicu Valcea Consiliul Judetean Valcea,
Spitalul Judetean de Urgenta Resita Consiliul Judetean Caras Severin,
Spitalul Judetean de Urgenta Satu Mare Consiliul Judetean Satu Mare,
Spitalul Judetean de Urgenta Sf. Pantelimon Focsani,
Spitalul Judetean de Urgenta Slatina Consiliul Judetean Olt,
Spitalul Judetean de Urgenta Slobozia Consiliul Judetean Ialomita,
Spitalul Judetean de Urgenta Suceava Consiliul Judetean Suceava,
Spitalul Judetean de Urgenta Targoviste Consiliul Judetean Dambovita,
Spitalul Judetean de Urgenta Targu Jiu Consiliul Judetean Gorj,
Spitalul Judetean de Urgenta Tulcea Consiliul Judetean Tulcea,
Spitalul Judetean de Urgenta Vaslui Consiliul Judetean Vaslui,
Spitalul Judetean de Urgenta Zalau Consiliul Judetean Salaj,626
Spitalul Militar de Urgenta Prof. Dr. Agrippa Ionescu Bucuresti SRI,
Spitalul Municipal Adjud Consiliul Local Adjud,
Spitalul Municipal Aiud Consiliul Local Aiud,
Spitalul Municipal Anton Cincu Tecuci Consiliul Local Tecuci,
Spitalul Municipal Bailesti Consiliul Local Bailesti,
Spitalul Municipal Blaj Consiliul Local Blaj,
Spitalul Municipal Brad Consiliul Local Brad,
Spitalul Municipal Calafat Consiliul Local Calafat,
Spitalul Municipal Campia Turzii Consiliul Local Campia Turzii,
Spitalul Municipal Campina Consiliul Local Campina,
Spitalul Municipal Campulung Consiliul Local Campulung,
Spitalul Municipal Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,
Spitalul Municipal Caracal Consiliul Local Caracal,603
Spitalul Municipal Carei Consiliul Local Carei,
Spitalul Municipal Caritas Rosiori de Vede Consiliul Local Rosiori de Vede,648
Spitalul Municipal Codlea Consiliul Local Codlea,
Spitalul Municipal Costache Nicolescu Dragasani Consiliul Local Dragasani,
Spitalul Municipal Curtea de Arges Consiliul Local Curtea de Arges,
Spitalul Municipal de Urgenta Barlad Consiliul Local Barlad,667
Spitalul Municipal de Urgenta Caransebes Consiliul Local Caransebes,
Spitalul Municipal de Urgenta Moinesti Consiliul Local Moinesti,
Spitalul Municipal de Urgenta Roman Consiliul Local Roman,
Spitalul Municipal Dej Consiliul Local Dej,
Spitalul Municipal Dimitrie Castroian Husi Consiliul Local Husi,
Spitalul Municipal Dorohoi Consiliul Local Dorohoi,
Spitalul Municipal Dr. Aurel Tulbure Fagaras Consiliul Local Fagaras,
Spitalul Municipal Dr. E. Nicoara Reghin Consiliul Local Reghin,592
Spitalul Municipal Dr. Gheorghe Marinescu Tarnaveni Consiliul Judetean Mures,
Spitalul Municipal Dr. Pop Mircea Marghita Consiliul Local Marghita,
Spitalul Municipal Episcop N. Popovici Beius Consiliul Local Beius,
Spitalul Municipal Falticeni Consiliul Local Falticeni,
Spitalul Municipal Fetesti Consiliul Local Fetesti,
Spitalul Municipal Gheorghieni Consiliul Local Gheorghieni,
Spitalul Municipal Gherla Consiliul Local Gherla,
Spitalul Municipal Hunedoara Consiliul Local Hunedoara,
Spitalul Municipal Lugoj Consiliul Local Lugoj,
Spitalul Municipal Lupeni Consiliul Local Lupeni,
Spitalul Municipal Mangalia Consiliul Local Medgidia,
Spitalul Municipal Medgidia Consiliul Local Medgidia,
Spitalul Municipal Medias Consiliul Local Medias,634
Spitalul Municipal Moreni Consiliul Local Moreni,
Spitalul Municipal Motru Consiliul Local Motru,
Spitalul Municipal Odorheiu Secuiesc Consiliul Local Odorheiu Secuiesc,
Spitalul Municipal Oltenita Consiliul Local Oltenita,
Spitalul Municipal Onesti Consiliul Local Onesti,
Spitalul Municipal Orastie Consiliul Local Orastie,
Spitalul Municipal Orsova Consiliul Local Orsova,
Spitalul Municipal Pascani Consiliul Local Pascani,
Spitalul Municipal Ploiesti Consiliul Local Ploiesti,
Spitalul Municipal Radauti Consiliul Local Radauti,
Spitalul Municipal Ramnicu Sarat Consiliul Local Ramnicu Sarat,
Spitalul Municipal Salonta Consiliul Local Salonta,
Spitalul Municipal Sebes Consiliul Local Sebes,
Spitalul Municipal Sighetu Marmatiei Consiliul Local Sighetu Marmatiei,
Spitalul Municipal Sighisoara Consiliul Local Sighisoara,
Spitalul Municipal Targu Secuiesc Consiliul Local Targu Secuiesc,514
Spitalul Municipal Toplita Consiliul Local Toplita,
Spitalul Municipal Turda Consiliul Local Turda,
Spitalul Municipal Turnu Magurele Consiliul Local Turnu Magurele,
Spitalul Municipal Urziceni Consiliul Local Urziceni,
Spitalul Municipal Vatra Dornei Consiliul Local Vatra Dornei,
Spitalul Municipal Vulcan Consiliul Local Vulcan,
Spitalul Orasenesc Abrud Consiliul Local Abrud,
Spitalul Orasenesc Agnita Consiliul Local Agnita,
Spitalul Orasenesc Alesd Consiliul Local Alesd,
Spitalul Orasenesc Asezamintele Brancovenesti Dabuleni Consiliul Judetean Dolj,
Spitalul Orasenesc Baia de Arama Consiliul Local Baia de Arama,
Spitalul Orasenesc Baicoi Consiliul Local Baicoi,
Spitalul Orasenesc Bals Consiliul Local Bals,
Spitalul Orasenesc Baraolt Consiliul Local Baraolt,
Spitalul Orasenesc Beclean Consiliul Local Beclean,
Spitalul Orasenesc Bicaz Oras Bicaz,
Spitalul Orasenesc Bolintin-Vale Consiliul Local Bolintin-Vale,
Spitalul Orasenesc Brezoi Consiliul Local Brezoi,
Spitalul Orasenesc Buhusi Consiliul Local Buhusi,
Spitalul Orasenesc Bumbesti-Jiu Consiliul Local al Orasului Bumbesti-Jiu,
Spitalul Orasenesc Campeni Consiliul Local Campeni,
Spitalul Orasenesc Cernavoda Consiliul Local Cernavoda,
Spitalul Orasenesc Corabia Consiliul Local Corabia,
Spitalul Orasenesc Cugir Consiliul Local Cugir,
Spitalul Orasenesc Deta Consiliul Local Deta,
Spitalul Orasenesc Dr. C.T. Sparchez Zarnesti Consiliul Local Zarnesti,
Spitalul Orasenesc Dr. George Trifon Nasaud Consiliul Local Nasaud,
Spitalul Orasenesc Dr. Valer Russu Ludus Consiliul Local Ludus,
Spitalul Orasenesc Faget Consiliul Local Faget,659
Spitalul Orasenesc Faurei Consiliul Local Faurei,
Spitalul Orasenesc Filiasi Consiliul Local Filiasi,
Spitalul Orasenesc Gaesti Consiliul Local Gaesti,
Spitalul Orasenesc Gura Humorului Consiliul Local Gura Humorului,
Spitalul Orasenesc Harlau Consiliul Local Harlau,
Spitalul Orasenesc Harsova Consiliul Local Harsova,
Spitalul Orasenesc Hateg Consiliul Local Hateg,
Spitalul Orasenesc Horezu Consiliul Local Horezu,
Spitalul Orasenesc Huedin Consiliul Local Huedin,
Spitalul Orasenesc Ineu Consiliul Local Ineu,
Spitalul Orasenesc Ioan Lascar Comanesti Consiliul Local Comanesti,
Spitalul Orasenesc Jibou Consiliul Local Jibou,
Spitalul Orasenesc Lehliu-Gara Consiliul Local Lehliu-Gara,
Spitalul Orasenesc Lipova Consiliul Local Lipova,
Spitalul Orasenesc Macin Consiliul Local Macin,
Spitalul Orasenesc Moldova Noua Consiliul Local Moldova Noua,
Spitalul Orasenesc Negresti-Oas Consiliul Judetean Satu Mare,
Spitalul Orasenesc Nehoiu Consiliul Local Nehoiu,
Spitalul Orasenesc Novaci Consiliul Local Novaci,
Spitalul Orasenesc Oravita Consiliul Local Oravita,
Spitalul Orasenesc Otelu Rosu Consiliul Local Otelu Rosu,
Spitalul Orasenesc Panciu Consiliul Local Panciu,
Spitalul Orasenesc Pucioasa Consiliul Local Pucioasa,
Spitalul Orasenesc Regele Carol I Costesti Consiliul Judetean Arges,
Spitalul Orasenesc Rupea Consiliul Local Rupea,
Spitalul Orasenesc Sangeorgiu de Padure Consiliul Local Sangiorgiu de Padure,595
Spitalul Orasenesc Sannicolau Mare Consiliul Local Sannicolau Mare,
Spitalul Orasenesc Segarcea Consiliul Local Segarcea,
Spitalul Orasenesc Sf. Filofteia Mizil Consiliul Local Mizil,
Spitalul Orasenesc Sf. Spiridon Mioveni Consiliul Local Mioveni,
Spitalul Orasenesc Sf. Stefan Rovinari Consiliul Local Rovinari,
Spitalul Orasenesc Simleul Silvaniei Consiliul Local Simleul Silvaniei,
Spitalul Orasenesc Sinaia Consiliul Local Sinaia,
Spitalul Orasenesc Siret Consiliul Local Siret,
Spitalul Orasenesc Stei,
Spitalul Orasenesc Tandarei Consiliul Local Tandarei,
Spitalul Orasenesc Targu Bujor Consiliul Local Targu Bujor,
Spitalul Orasenesc Targu Carbunesti Consiliul Local Targu Carbunesti,
Spitalul Orasenesc Targu Lapus Consiliul Local Targu Lapus,
Spitalul Orasenesc Targu-Neamt Consiliul Local Targu-Neamt,
Spitalul Orasenesc Turceni Consiliul Local Turceni,
Spitalul Orasenesc Urlati,
Spitalul Orasenesc Valenii de Munte Consiliul Local Valenii de Munte,
Spitalul Orasenesc Viseu de Sus Consiliul Local Viseu de Sus,
Spitalul Orasenesc Zimnicea Consiliul Local Zimnicea,
SPITALUL SALVOSAN,
Spitalul Sovata - Niraj Consiliul Local Sovata,596
Spitalul Universitar de Urgenta,777
